"","tweet_id","word"
"1826","id 134","events"
"1827","id 134","'ve"
"1828","id 134","located"
"1829","id 134","space"
"1830","id 134","actually"
"1831","id 134","need"
"1832","id 134","way"
"1833","id 134","straight"
"1834","id 134","white"
"1835","id 134","dudes"
"1836","id 134","'s"
"1837","id 134","called"
"1838","id 134","#disruptjmm"
"1839","id 134","#jmm2020"
"1840","id 135","user102"
"1841","id 135","user36"
"1842","id 135","australia"
"1843","id 135","acknowledge"
"1844","id 135","indigenous"
"1845","id 135","custodianship"
"1846","id 135","law"
"1847","id 135","country"
"1848","id 135","land"
"1849","id 135","meet"
"1850","id 135","pay"
"1851","id 135","respects"
"1852","id 135","care"
"1853","id 135","country"
"1854","id 135","right"
"1855","id 135","way"
"1856","id 135","user10"
"1857","id 135","user36"
"1858","id 135","user102"
"1859","id 135","#disruptjmm"
"1860","id 136","yeah"
"1861","id 136","btw"
"1862","id 136","user13"
"1863","id 136","absolutely"
"1864","id 136","packed"
"1865","id 136","ballroom"
"1866","id 136","1"
"1867","id 136","good"
"1868","id 136","reason"
"1869","id 136","put"
"1870","id 136","eg"
"1871","id 136","talk"
"1872","id 136","2-3-4"
"1873","id 136","#disruptjmm"
"1874","id 136","#jedimath"
"1875","id 136","#jmm2020"
"1876","id 136","https:tco3p1t3cnksy"
"1877","id 137",""
"1878","id 137","new"
"1879","id 137","followers:"
"1880","id 137","developed"
"1881","id 137","class"
"1882","id 137","last"
"1883","id 137","summer"
"1884","id 137","called"
"1885","id 137","fractals"
"1886","id 137","algorithms"
"1887","id 137","us"
"1888","id 137","wanted"
"1889","id 137","build"
"1890","id 137","inclusive"
"1891","id 137","class"
"1892","id 137","stem"
"1893","id 137","students"
"1894","id 137","learn"
"1895","id 137","math"
"1896","id 137","space"
"1897","id 137","talkjournal"
"1898","id 137","powerjustice"
"1899","id 137","#jmm2020"
"1900","id 137","#disruptjmm"
"1901","id 137","shown"
"1902","id 137","’m"
"1903","id 137","alone"
"1904","id 137","💠"
"1905","id 138","glad"
"1906","id 138","see"
"1907","id 138","#disruptjmm"
"1908","id 138","work"
"1909","id 138","sidelines"
"1910","id 138","taking"
"1911","id 138","energy"
"1912","id 138","spring"
"1913","id 138","semester"
"1914","id 138","math"
"1915","id 138","friends"
"1916","id 138","encourage"
"1917","id 138","check"
"1918","id 138","hashtag"
"1919","id 138","follow"
"1920","id 138","people"
"1921","id 139",""
"1922","id 139","denver"
"1923","id 139","enjoying"
"1924","id 139","large"
"1925","id 139","number"
"1926","id 139","#disruptjmm"
"1927","id 139","tweets"
"1928","id 139","seeing"
"1929","id 140","great"
"1930","id 140","advice"
"1931","id 140","lots"
"1932","id 140","interesting"
"1933","id 140","voices"
"1934","id 140","follow"
"1935","id 140","everyone"
"1936","id 140","tweeting"
"1937","id 140","#disruptjmm"
"1938","id 140","https:tcozfnj1pdkej"
"1939","id 141","#disruptjmm"
"1940","id 141","speaking"
"1941","id 141","can"
"1942","id 141","scary"
"1943","id 141","can"
"1944","id 141","help"
"1945","id 141","know"
"1946","id 141","community"
"1947","id 141","back"
"1948","id 141","https:tcosv7jccchhs"
"1949","id 142","#disruptjmm"
"1950","id 142","need"
"1951","id 142","mathematics"
"1952","id 142","events"
"1953","id 142","make"
"1954","id 142","celebrating"
"1955","id 142","cultures"
"1956","id 142","histories"
"1957","id 142","communities"
"1958","id 142","new"
"1959","id 142","norm"
"1960","id 142","https:tcoytsuzlpiu3"
"1961","id 143","#disruptjmm"
"1962","id 143","'s"
"1963","id 143","start"
"1964","id 143","hold"
"1965","id 143","organizations"
"1966","id 143","accountable"
"1967","id 143","https:tcozhtmffcruf"
"1968","id 144","#disruptjmm"
"1969","id 144","talks"
"1970","id 144","centered"
"1971","id 144","focused"
"1972","id 144","#jedi"
"1973","id 144","still"
"1974","id 144","adequately"
"1975","id 144","present"
"1976","id 144","main"
"1977","id 144","stage"
"1978","id 144","thus"
"1979","id 144","providing"
"1980","id 144","opportunity"
"1981","id 144","needing"
"1982","id 144","hear"
"1983","id 144","perspectives"
"1984","id 144","option"
"1985","id 144","skip"
"1986","id 144","conversations"
"1987","id 144","https:tcoj234hkwh9l"
"1988","id 145","#disruptjmm"
"1989","id 145","math"
"1990","id 145","neutral"
"1991","id 145","certainly"
"1992","id 145","pretend"
"1993","id 145","entire"
"1994","id 145","mathematics"
"1995","id 145","organizations"
"1996","id 145","events"
"1997","id 145","inherently"
"1998","id 145","provide"
"1999","id 145","equitable"
"2000","id 145","experiences"
"2001","id 145","https:tcodye6dm3vbw"
"2002","id 146","#disruptjmm"
"2003","id 146","disruptions"
"2004","id 146","experience"
"2005","id 146","trying"
"2006","id 146","mathematics"
"2007","id 146","brushed"
"2008","id 146","side"
"2009","id 146","popular"
"2010","id 146","white"
"2011","id 146","tenured"
"2012","id 146","mathematicians"
"2013","id 146","thousands"
"2014","id 146","followers"
"2015","id 146","can"
"2016","id 146","describe"
"2017","id 146","overall"
"2018","id 146","vibe"
"2019","id 146","mathematics"
"2020","id 146","community"
"2021","id 146","pretty"
"2022","id 146","positive"
"2023","id 146","https:tcoowmy5s0kxi"
"2024","id 147","#disruptjmm"
"2025","id 147","marginalized"
"2026","id 147","people's"
"2027","id 147","wish"
"2028","id 147","just"
"2029","id 147","math"
"2030","id 147","things"
"2031","id 147","sake"
"2032","id 147","constantly"
"2033","id 147","disrupted"
"2034","id 147","well"
"2035","id 147","intentioned"
"2036","id 147","people"
"2037","id 147","perpetuating"
"2038","id 147","status"
"2039","id 147","quo"
"2040","id 147","op-ed"
"2041","id 147","articles"
"2042","id 147","https:tcou7csauqr31"
"2043","id 147","twitter"
"2044","id 147","threads"
"2045","id 147","just"
"2046","id 147","walking"
"2047","id 147","convention"
"2048","id 147","#jmm2020"
"2049","id 148","tweet"
"2050","id 148","unavailable"
"2051","id 148","'m"
"2052","id 148","seeing"
"2053","id 148","potential"
"2054","id 148","trend"
"2055","id 148","#disruptjmm"
"2056","id 148","receipts"
"2057","id 148","thread"
"2058","id 148","experience"
"2059","id 148","user36"
"2060","id 148","described"
"2061","id 148","https:tcorxcvasxjcy"
"2062","id 148","mere"
"2063","id 148","twitter"
"2064","id 148","conversations"
"2065","id 148","colleagues"
"2066","id 148","walking"
"2067","id 148","conventional"
"2068","id 148","hall"
"2069","id 148","disrupted"
"2070","id 148","https:tcokw1glttnrp"
"2071","id 149",""
"2072","id 149","interested"
"2073","id 149","hearing"
"2074","id 149","washington"
"2075","id 149","college"
"2076","id 149","seemingly"
"2077","id 149","successful"
"2078","id 149","attempt"
"2079","id 149","calculus"
"2080","id 149","accessible"
"2081","id 149","come"
"2082","id 149","see"
"2083","id 149","talk"
"2084","id 149","9:20am"
"2085","id 149","room"
"2086","id 149","503"
"2087","id 149","#wac"
"2088","id 149","#jmm2020"
"2089","id 149","#disruptjmm"
"2090","id 150","imagine"
"2091","id 150","yt"
"2092","id 150","tenured"
"2093","id 150","cis"
"2094","id 150","man"
"2095","id 150","14k"
"2096","id 150","followers"
"2097","id 150","worrying"
"2098","id 150","political"
"2099","id 150","posts"
"2100","id 150","cause"
"2101","id 150","unfollows"
"2102","id 150","🡧🡧🡧👧👧👧"
"2103","id 150","#jmm2020"
"2104","id 150","#disruptjmm"
"2105","id 151","hey"
"2106","id 151","controls"
"2107","id 151","ams"
"2108","id 151","twitter"
"2109","id 151","user347"
"2110","id 151","misgendered"
"2111","id 151","samuel"
"2112","id 151","hanson"
"2113","id 151","tweet"
"2114","id 151","promoting"
"2115","id 151","podcast:"
"2116","id 151","https:tcougxkokwjyl"
"2117","id 151","user250"
"2118","id 151","user212"
"2119","id 151","user96"
"2120","id 151","user266"
"2121","id 151","user10"
"2122","id 151","#jmm2020"
"2123","id 151","#disruptjmm"
"2124","id 152",""
"2125","id 152","unsolicited"
"2126","id 152","advice"
"2127","id 152","math"
"2128","id 152","friends:"
"2129","id 152","step"
"2130","id 152","1:"
"2131","id 152","click"
"2132","id 152","#disruptjmm"
"2133","id 152","hashtag"
"2134","id 152","step"
"2135","id 152","2:"
"2136","id 152","follow"
"2137","id 152","everyone"
"2138","id 152","tweeting"
"2139","id 152","hashtag"
"2140","id 153","'ve"
"2141","id 153","several"
"2142","id 153","people"
"2143","id 153","ask"
"2144","id 153","#disruptjmm"
"2145","id 153","slide"
"2146","id 153","presentation"
"2147","id 153","-"
"2148","id 153","namely"
"2149","id 153","disrupt"
"2150","id 153","microaggression"
"2151","id 153","talk"
"2152","id 153","want"
"2153","id 153","know"
"2154","id 153","help"
"2155","id 153","think"
"2156","id 153","whole"
"2157","id 153","idea"
"2158","id 153","user36"
"2159","id 153","came"
"2160","id 153","might"
"2161","id 153","effect"
"2162","id 154","#whywe"
"2163","id 154","#disruptjmm"
"2164","id 154","overheard"
"2165","id 154","#jmm2020"
"2166","id 154","woc:"
"2167","id 154","can"
"2168","id 154","join"
"2169","id 154","wm:"
"2170","id 154","sure"
"2171","id 154","'re"
"2172","id 154","diverse"
"2173","id 154","enough"
"2174","id 155","hey"
"2175","id 155","#disruptjmm"
"2176","id 155","peeps"
"2177","id 155","tomorrow"
"2178","id 155","around"
"2179","id 155","4:30"
"2180","id 155","5"
"2181","id 155","group"
"2182","id 155","meeting"
"2183","id 155","talk"
"2184","id 155","possible"
"2185","id 155","#sigmaajedi"
"2186","id 155","put"
"2187","id 155","together"
"2188","id 155","sigmaa"
"2189","id 155","ql"
"2190","id 156","user107"
"2191","id 156","thanks"
"2192","id 156","following"
"2193","id 156","along"
"2194","id 156","user266"
"2195","id 156","amazing"
"2196","id 156","presentation"
"2197","id 156","anyone"
"2198","id 156","wants"
"2199","id 156","clarify"
"2200","id 156","points"
"2201","id 156","add"
"2202","id 156","thoughts"
"2203","id 156","start"
"2204","id 156","discussions"
"2205","id 156","please"
"2206","id 156","feel"
"2207","id 156","free"
"2208","id 156","respectively"
"2209","id 156","#disruptjmm"
"2210","id 156","user10"
"2211","id 156","#jmm2020"
"2212","id 157","four"
"2213","id 157","times"
"2214","id 157","#disruptjmm"
"2215","id 157","showed"
"2216","id 157","four"
"2217","id 157","times"
"2218","id 157","slides"
"2219","id 158","challenge"
"2220","id 158","#disruptjmm:"
"2221","id 158","might"
"2222","id 158","something"
"2223","id 158","like"
"2224","id 158","calling"
"2225","id 158","bull"
"2226","id 158","fit"
"2227","id 158","curriculum"
"2228","id 158","might"
"2229","id 158","teaching"
"2230","id 158","course"
"2231","id 158","also"
"2232","id 158","change"
"2233","id 158","instructor"
"2234","id 159","word"
"2235","id 159","word"
"2236","id 159","word"
"2237","id 159","word"
"2238","id 159","word"
"2239","id 159","#disruptjmm"
"2240","id 159","#jmm2020"
"2241","id 159","https:tcopkdvvslhhj"
"2242","id 160",""
"2243","id 160","second"
"2244","id 160","#disruptjmm"
"2245","id 160","slide"
"2246","id 160","user266"
"2247","id 160",":"
"2248","id 160","math"
"2249","id 160","neutral"
"2250","id 160","comfortable"
"2251","id 160","feel"
"2252","id 160","room"
"2253","id 160","❤️"
"2254","id 160","https:tcoaiqqvg6sgp"
"2255","id 161",""
"2256","id 161","hard"
"2257","id 161","stuff"
"2258","id 161","isn’t"
"2259","id 161","teaching"
"2260","id 161","r"
"2261","id 161","justice"
"2262","id 161","takes"
"2263","id 161","work"
"2264","id 161","facing"
"2265","id 161","political"
"2266","id 161","history"
"2267","id 161","mathematics"
"2268","id 161","making"
"2269","id 161","intentional"
"2270","id 161","spaces"
"2271","id 161","discomfort"
"2272","id 161","organizing"
"2273","id 161","unions"
"2274","id 161","teachers"
"2275","id 161","battle"
"2276","id 161","neoliberalism"
"2277","id 161","racial"
"2278","id 161","capitalism"
"2279","id 161","eternal"
"2280","id 161","#disruptjmm"
"2281","id 161","https:tcoe0qvzigjgw"
"2282","id 162","shout-outs"
"2283","id 162","#data4blacklives"
"2284","id 162","user146"
"2285","id 162","user218"
"2286","id 162","user266"
"2287","id 162","#disruptjmm"
"2288","id 162","#jmm2020"
"2289","id 163",""
"2290","id 163","hard"
"2291","id 163","stuff"
"2292","id 163","#disruptjmm:"
"2293","id 163","-"
"2294","id 163","journey"
"2295","id 163","critical"
"2296","id 163","studies"
"2297","id 163","-"
"2298","id 163","consequences"
"2299","id 163","inaction"
"2300","id 163","normal"
"2301","id 163","worried"
"2302","id 163","'re"
"2303","id 163","qualified"
"2304","id 163","enough"
"2305","id 163","teach"
"2306","id 163","complicated"
"2307","id 163","subjects"
"2308","id 163","datacamp"
"2309","id 163","teaching"
"2310","id 163","r"
"2311","id 163","nothing"
"2312","id 163","like"
"2313","id 163","teaching"
"2314","id 163","race"
"2315","id 164","user266"
"2316","id 164","shares"
"2317","id 164","fighting"
"2318","id 164","close"
"2319","id 164","digital"
"2320","id 164","divide"
"2321","id 164","need"
"2322","id 164","demand"
"2323","id 164","#dataethics"
"2324","id 164","#jmm2020"
"2325","id 164","#disruptjmm"
"2326","id 164","#weaponsofmathdestruction"
"2327","id 164","user146"
"2328","id 164","#data4blacklives"
"2329","id 164","user235"
"2330","id 164","https:tcotinjvmumta"
"2331","id 165","important"
"2332","id 165","overlaps"
"2333","id 165","user347"
"2334","id 165","panel"
"2335","id 165","ethics"
"2336","id 165","#disruptjmm"
"2337","id 165","#jmm2020"
"2338","id 165","https:tcocbtwybpihm"
"2339","id 166",""
"2340","id 166","extremely"
"2341","id 166","hard"
"2342","id 166","white"
"2343","id 166","people"
"2344","id 166","address"
"2345","id 166","race"
"2346","id 166","racism"
"2347","id 166","classroom"
"2348","id 166","thus"
"2349","id 166","often"
"2350","id 166","bail"
"2351","id 166","good"
"2352","id 166","anybody"
"2353","id 166","#disruptjmm"
"2354","id 166","#jmm2020"
"2355","id 166","https:tcosegq2vih9r"
"2356","id 167","user266"
"2357","id 167","teaching"
"2358","id 167","user351"
"2359","id 167","r:"
"2360","id 167","hard"
"2361","id 167","part"
"2362","id 167","teaching"
"2363","id 167","r"
"2364","id 167","#disruptjmm"
"2365","id 167","#jmm2020"
"2366","id 167","user235"
"2367","id 167","https:tcowbene10uaq"
"2368","id 168",""
"2369","id 168","aggressed"
"2370","id 168","yt"
"2371","id 168","woman"
"2372","id 168","yesterday"
"2373","id 168","#jmm2020"
"2374","id 168","took"
"2375","id 168","talking"
"2376","id 168","user266"
"2377","id 168","understand"
"2378","id 168","#disruptjmm"
"2379","id 169","remember"
"2380","id 169","data"
"2381","id 169","neutral"
"2382","id 169","user266"
"2383","id 169","s"
"2384","id 169","talk"
"2385","id 169","calling"
"2386","id 169","bullshit"
"2387","id 169","r"
"2388","id 169","#disruptjmm"
"2389","id 169","https:tconk292s2mfl"
"2390","id 170","oh"
"2391","id 170","wow"
"2392","id 170","awesome"
"2393","id 170","user250"
"2394","id 170","#disruptjmm"
"2395","id 170","#jmm2020"
"2396","id 170","https:tcot9secjw7zx"
"2397","id 171","melody"
"2398","id 171","chan"
"2399","id 171","uses"
"2400","id 171","brief"
"2401","id 171","time"
"2402","id 171","podium"
"2403","id 171","accepting"
"2404","id 171","award"
"2405","id 171","#disruptjmm"
"2406","id 171","make"
"2407","id 171","point"
"2408","id 171","hard"
"2409","id 171","research"
"2410","id 171","mathematician"
"2411","id 171","political"
"2412","id 171","climate"
"2413","id 171","contributions"
"2414","id 171","make"
"2415","id 171","#jmm2020"
"2416","id 171","https:tcocnwqyufc1b"
"2417","id 172",""
"2418","id 172","person"
"2419","id 172","just"
"2420","id 172","walked"
"2421","id 172","two-thirds"
"2422","id 172","talk"
"2423","id 172","made"
"2424","id 172","beeline"
"2425","id 172","particular"
"2426","id 172","chair"
"2427","id 172","waited"
"2428","id 172","minute"
"2429","id 172","grabbed"
"2430","id 172","something"
"2431","id 172","floor"
"2432","id 172","waited"
"2433","id 172","two"
"2434","id 172","minutes"
"2435","id 172","walked"
"2436","id 172","room"
"2437","id 172","’s"
"2438","id 172","mean"
"2439","id 172","#disruptjmm"
"2440","id 172","#jmm2020"
"2441","id 173",""
"2442","id 173","growing"
"2443","id 173","list"
"2444","id 173","ways"
"2445","id 173","participate"
"2446","id 173","#disruptjmm"
"2447","id 173","#jedi"
"2448","id 173","https:tcoxrmsvknou4"
"2449","id 174","user91"
"2450","id 174","user250"
"2451","id 174","user130"
"2452","id 174","user308"
"2453","id 174","user36"
"2454","id 174","user102"
"2455","id 174","user172"
"2456","id 174","user230"
"2457","id 174","thanks"
"2458","id 174","1"
"2459","id 174","amplify"
"2460","id 174","-"
"2461","id 174","rtand"
"2462","id 174","like"
"2463","id 174","things"
"2464","id 174","#disruptjmm"
"2465","id 174","2"
"2466","id 174","contribute"
"2467","id 174","-"
"2468","id 174","see"
"2469","id 174","talk"
"2470","id 174","references"
"2471","id 174","#disruptjmm"
"2472","id 174","tweet"
"2473","id 174","3"
"2474","id 174","disrupt"
"2475","id 174","-"
"2476","id 174","talk"
"2477","id 174","jedi"
"2478","id 174","issues"
"2479","id 174","session"
"2480","id 174","matter"
"2481","id 174","area"
"2482","id 174","talk"
"2483","id 174","'m"
"2484","id 174","sure"
"2485","id 174","others"
"2486","id 174","can"
"2487","id 174","add"
"2488","id 174","ideas"
"2489","id 174",":"
"2490","id 175",""
"2491","id 175","need"
"2492","id 175","stop"
"2493","id 175","feeling"
"2494","id 175","bad"
"2495","id 175","promoting"
"2496","id 175","work"
"2497","id 175","-"
"2498","id 175","pamela"
"2499","id 175","harris"
"2500","id 175","#disruptjmm"
"2501","id 176",""
"2502","id 176","need"
"2503","id 176","shape"
"2504","id 176","math"
"2505","id 176","way"
"2506","id 176","want"
"2507","id 176","-"
"2508","id 176","user242"
"2509","id 176","#jmm2020"
"2510","id 176","#disruptjmm"
"2511","id 177","user242"
"2512","id 177","challenging"
"2513","id 177","audience:"
"2514","id 177","reach"
"2515","id 177","closest"
"2516","id 177","institution"
"2517","id 177","today"
"2518","id 177","ask"
"2519","id 177","can"
"2520","id 177","go"
"2521","id 177","give"
"2522","id 177","talk"
"2523","id 177","research"
"2524","id 177","promote"
"2525","id 177","decide"
"2526","id 177","math"
"2527","id 177","community"
"2528","id 177","look"
"2529","id 177","like"
"2530","id 177","5"
"2531","id 177","years"
"2532","id 177","-"
"2533","id 177","let’s"
"2534","id 177","start"
"2535","id 177","now"
"2536","id 177","#jmm2020"
"2537","id 177","#disruptjmm"
"2538","id 178","user112"
"2539","id 178","quoted"
"2540","id 178","many"
"2541","id 178","times"
"2542","id 178","morning"
"2543","id 178","user13"
"2544","id 178","s"
"2545","id 178","amazing"
"2546","id 178","talk"
"2547","id 178","difference"
"2548","id 178","humanity"
"2549","id 178","belonging"
"2550","id 178","mathematics"
"2551","id 178","classroom"
"2552","id 178","#jmm2020"
"2553","id 178","#disruptjmm"
"2554","id 178","https:tcobcyjtgp2n0"
"2555","id 179","returned"
"2556","id 179","home"
"2557","id 179","met"
"2558","id 179","beautiful"
"2559","id 179","snow"
"2560","id 179","ended"
"2561","id 179","cancelling"
"2562","id 179","meetings"
"2563","id 179","returned"
"2564","id 179","home"
"2565","id 179","sitting"
"2566","id 179","comfort"
"2567","id 179","home"
"2568","id 179","sipping"
"2569","id 179","user19"
"2570","id 179","checking"
"2571","id 179","#disruptjmm"
"2572","id 179","✊🄵"
"2573","id 179","https:tcodzc0clcoeo"
"2574","id 179","https:tconxqhmiviuh"
"2575","id 180","#disruptjmm"
"2576","id 180","#jmm"
"2577","id 180","https:tcouuyz4qydzf"
"2578","id 181","missing"
"2579","id 181","big"
"2580","id 181","events"
"2581","id 181","oʻahu"
"2582","id 181","week"
"2583","id 181","love"
"2584","id 181","protocol"
"2585","id 181","#jmm2020"
"2586","id 181","#disruptjmm"
"2587","id 181","#hulithesystem"
"2588","id 182","user165"
"2589","id 182","user250"
"2590","id 182","user130"
"2591","id 182","user266"
"2592","id 182","user308"
"2593","id 182","user102"
"2594","id 182","user172"
"2595","id 182","user230"
"2596","id 182","#disruptjmm"
"2597","id 182","call"
"2598","id 182","bring"
"2599","id 182","#jedi"
"2600","id 182","issues"
"2601","id 182","justice"
"2602","id 182","equity"
"2603","id 182","diversity"
"2604","id 182","inclusion"
"2605","id 182","math"
"2606","id 182","talks"
"2607","id 182","instead"
"2608","id 182","happening"
"2609","id 182","social"
"2610","id 182","justice"
"2611","id 182","sessions"
"2612","id 183","user250"
"2613","id 183","user130"
"2614","id 183","user266"
"2615","id 183","user308"
"2616","id 183","user36"
"2617","id 183","user102"
"2618","id 183","user172"
"2619","id 183","user230"
"2620","id 183","know"
"2621","id 183","#disruptjmm"
"2622","id 183","talk"
"2623","id 183","mentioned"
"2624","id 183","article"
"2625","id 183","using"
"2626","id 183","playboy"
"2627","id 183","images"
"2628","id 183","signal"
"2629","id 183","processing"
"2630","id 183","papers"
"2631","id 183","count"
"2632","id 183","https:tcoxrqsapbrwu"
"2633","id 184","#jmm2020"
"2634","id 184","#disruptjmm"
"2635","id 184","adriana"
"2636","id 184","salerno"
"2637","id 184","user250"
"2638","id 184","starts"
"2639","id 184","talk"
"2640","id 184","encouraging"
"2641","id 184","people"
"2642","id 184","help"
"2643","id 184","diversify"
"2644","id 184","pool"
"2645","id 184","invited"
"2646","id 184","speakers"
"2647","id 184","jmm:"
"2648","id 184","https:tcox4utbs1uw0"
"2649","id 184","https:tcod0sanjrgdy"
"2650","id 185",""
"2651","id 185","important"
"2652","id 185","#jedi"
"2653","id 185","event"
"2654","id 185","#jmm2020"
"2655","id 185","#disruptjmm"
"2656","id 185","https:tcodosve4qiwh"
"2657","id 186","user130"
"2658","id 186","user266"
"2659","id 186","user308"
"2660","id 186","user36"
"2661","id 186","user102"
"2662","id 186","user172"
"2663","id 186","user230"
"2664","id 186","think"
"2665","id 186","maybe"
"2666","id 186","post"
"2667","id 186","hashtag"
"2668","id 186","examples"
"2669","id 186","people"
"2670","id 186","done"
"2671","id 186","maybe"
"2672","id 186","invite"
"2673","id 186","people"
"2674","id 186","comment"
"2675","id 186","preview"
"2676","id 186","#disruptjmm"
"2677","id 186","things"
"2678","id 186","think"
"2679","id 186","user266"
"2680","id 186","user36"
"2681","id 186","talk"
"2682","id 186","meetups"
"2683","id 186","happened"
"2684","id 186",""
"2685","id 187",""
"2686","id 187","#disruptjmm"
"2687","id 187","user308"
"2688","id 187","showed"
"2689","id 187","user119"
"2690","id 187","s"
"2691","id 187","tweet"
"2692","id 187","reminded"
"2693","id 187","us"
"2694","id 187","words"
"2695","id 187","matter"
"2696","id 187","idea"
"2697","id 187","freedom"
"2698","id 187","expression"
"2699","id 187","important"
"2700","id 187","lives"
"2701","id 187","actual"
"2702","id 187","people"
"2703","id 187","💠💠"
"2704","id 187","https:tcobkrte76rxz"
"2705","id 188",""
"2706","id 188","mostly"
"2707","id 188","attending"
"2708","id 188","invited"
"2709","id 188","addresses"
"2710","id 188","jmm2020"
"2711","id 188","blog"
"2712","id 188","https:tcofxwkfer7hb"
"2713","id 188","anyone"
"2714","id 188","gone"
"2715","id 188","#disruptjmm"
"2716","id 188","events"
"2717","id 188","want"
"2718","id 188","write"
"2719","id 188","blog"
"2720","id 188","user266"
"2721","id 188","user250"
"2722","id 188","user308"
"2723","id 188","user36"
"2724","id 188","user102"
"2725","id 188","user172"
"2726","id 188","user230"
"2727","id 189","started"
"2728","id 189","ibl"
"2729","id 189","minicourse"
"2730","id 189","#disruptjmm"
"2731","id 189","slide:"
"2732","id 189","status"
"2733","id 189","quo"
"2734","id 189","neither"
"2735","id 189","serves"
"2736","id 189","empowers"
"2737","id 189","students"
"2738","id 189","can"
"2739","id 189","better"
"2740","id 189","better"
"2741","id 190",""
"2742","id 190","just"
"2743","id 190","took"
"2744","id 190","bit"
"2745","id 190","time"
"2746","id 190","read"
"2747","id 190","old"
"2748","id 190","#disruptjmm"
"2749","id 190","tweets"
"2750","id 190","just"
"2751","id 190","say"
"2752","id 190","-"
"2753","id 190","miss"
"2754","id 190","y'"
"2755","id 190","&lt;3"
"2756","id 191","user172"
"2757","id 191","like"
"2758","id 191","research"
"2759","id 191","'s"
"2760","id 191","mind"
"2761","id 191","like"
"2762","id 191","big"
"2763","id 191","problem"
"2764","id 191","right"
"2765","id 191","now"
"2766","id 191","like"
"2767","id 191","remember"
"2768","id 191","#disruptjmm"
"2769","id 191","happened"
"2770","id 191","times"
"2771","id 191","still"
"2772","id 191","hope"
"2773","id 191","lol"
"2774","id 192","user64"
"2775","id 192","user184"
"2776","id 192","interest"
"2777","id 192","conferences"
"2778","id 192","like"
"2779","id 192","upcoming"
"2780","id 192","one"
"2781","id 192","user294"
"2782","id 192","doubt"
"2783","id 192","jmm"
"2784","id 192","utility"
"2785","id 192","eg"
"2786","id 192","tt"
"2787","id 192","faculty"
"2788","id 192","aspiring"
"2789","id 192","profs"
"2790","id 192","&amp;:"
"2791","id 192","reading"
"2792","id 192","disruptjmm"
"2793","id 192","rationale"
"2794","id 192","yore"
"2795","id 192","+"
"2796","id 192","ams"
"2797","id 192","diversity"
"2798","id 192","letter"
"2799","id 192","kerfuffle"
"2800","id 192","&amp;"
"2801","id 192","predictive"
"2802","id 192","police"
"2803","id 192","speakers"
"2804","id 192","🕲"
"2805","id 193","user36"
"2806","id 193","#disruptjmm"
"2807","id 193",""
"2808","id 194","#projectnext"
"2809","id 194","#disruptmath"
"2810","id 194","#disruptjmm"
"2811","id 194","#iteachmath"
"2812","id 194","user217"
"2813","id 195","#disruptjmm"
"2814","id 195","#jmm2021"
"2815","id 195","#disruptmath"
"2816","id 195","#arising"
"2817","id 195","order"
"2818","id 195","disordered"
"2819","id 195","system"
"2820","id 195","interactions"
"2821","id 195","https:tcou4rl506zmf"
"2822","id 196","user144"
"2823","id 196","great"
"2824","id 196","#disruptjmm"
"2825","id 196","slide"
"2826","id 196","principles"
"2827","id 196","used"
"2828","id 196","studying"
"2829","id 196","complex"
"2830","id 196","systems"
"2831","id 196","can"
"2832","id 196","extrapolated"
"2833","id 196","inspire"
"2834","id 196","action"
"2835","id 196","#jmm2021"
"2836","id 196","https:tcofnfwlipv6k"
"2837","id 197","every"
"2838","id 197","professional"
"2839","id 197","decision"
"2840","id 197","make"
"2841","id 197","opportunity"
"2842","id 197","promote"
"2843","id 197","equity"
"2844","id 197","user151"
"2845","id 197","gave"
"2846","id 197","great"
"2847","id 197","talk"
"2848","id 197","started"
"2849","id 197","great"
"2850","id 197","call"
"2851","id 197","everyone"
"2852","id 197","present"
"2853","id 197","stop"
"2854","id 197","feeling"
"2855","id 197","powerless"
"2856","id 197","act"
"2857","id 197","#disruptjmm"
"2858","id 198","user78"
"2859","id 198","thanks"
"2860","id 198","inspired"
"2861","id 198","spoke"
"2862","id 198","statement"
"2863","id 198","beginning"
"2864","id 198","talk"
"2865","id 198","suprised"
"2866","id 198","many"
"2867","id 198","attendees"
"2868","id 198","even"
"2869","id 198","aware"
"2870","id 198","amsmaa"
"2871","id 198","statement"
"2872","id 198","seriously"
"2873","id 198","considering"
"2874","id 198","whether"
"2875","id 198","attend"
"2876","id 198","jmm"
"2877","id 198","future"
"2878","id 198","#disruptjmm"
"2879","id 199","haimo"
"2880","id 199","presentation"
"2881","id 199","part"
"2882","id 199","2:"
"2883","id 199","user217"
"2884","id 199","uses"
"2885","id 199","privilege"
"2886","id 199","#disruptjmm"
"2887","id 199","user235"
"2888","id 199","#jmm2021"
"2889","id 199","https:tcoj985lyey0g"
"2890","id 200","user217"
"2891","id 200","user235"
"2892","id 200","appreciate"
"2893","id 200","user217"
"2894","id 200","taking"
"2895","id 200","half"
"2896","id 200","talk"
"2897","id 200","share"
"2898","id 200","story"
"2899","id 200","experiences"
"2900","id 200","things"
"2901","id 200","seen"
"2902","id 200","mathematics"
"2903","id 200","community"
"2904","id 200","need"
"2905","id 200","addressed"
"2906","id 200","#disruptjmm"
"2907","id 200","#disruptmath"
"2908","id 200","https:tcoqgtjsmbwu8"
"2909","id 201","thank"
